Agrupamento,Grupo,Tipo,CNPJ,Razão Social,E-Mail,Município,UF,Nível,Tipo de Empresa,Tipos de Atividades,Situação
RS,Empresa,Serviço Orgânico,87346821000243,MAIOJAMA EMPREENDIMENTOS IMOBILIARIOS LTDA,,PORTO ALEGRE,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,8512168000198,MICROONDULADOS BOX PRINT LTDA,RDOERING@BOXPRINT.IND.BR,CAMPO BOM,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,11807326000141,NEW PRINT EMBALAGENS E DISPLAYS LTDA.,RDOERING@BOXPRINT.IND.BR,CAMPO BOM,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,664553000149,NOTORIUM PIZZARIA E BAR DANCANTE LTDA,,FARROUPILHA,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92666015000101,O PAO DOS POBRES DE STO.ANTONIO,,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,89569172000194,ORBITUR TURISMO E PROMOCOES LTDA,,CAXIAS DO SUL,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,97275804000135,PAQUETA CALCADOS LTDA,,SAPIRANGA,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,33000167010255,PETROLEO BRASILEIRO S/A PETROBRAS,fabiobarboza@petrobras.com.br,CANOAS,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,88613658000110,PETTENATI S A INDUSTRIA TEXTIL,FLADIMIR.PERONDI@PETTENATI.COM.BR,CAXIAS DO SUL,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,88613658002678,PETTENATI S A INDUSTRIA TEXTIL,FLADIMIR.PERONDI@PETTENATI.COM.BR,CAXIAS DO SUL,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,94789468000150,RASIP ALIMENTOS LTDA,RASIP@RASIP.COM.BR,VACARIA,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,91333666000117,RECRUSUL S/A,,SAPUCAIA DO SUL,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,88059746000111,REICHERT COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,DEIVIFABIANO@REICHERT.COM.BR,CAMPO BOM,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,89897201000147,RIGHI COMERCIO DE GENEROS ALIMENTICIOS LTDA,,SANTANA DO LIVRAMENTO,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,89897201000732,RIGHI COMERCIO DE GENEROS ALIMENTICIOS LTDA,,SANTANA DO LIVRAMENTO,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,1579286000174,SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA,DNOGUEIRA@SAFEWEB.COM.BR,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,1579286000506,SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA,dnogueira@safeweb.com.br,CANOAS,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,88059795000154,SCHIMIDT IRMAOS CALCADOS LTDA,,CAMPO BOM,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,3158053000123,SECURITY FILM COMERCIO E INST.FILME PEL.POL.LTDA,SECURITY-FILM@TERRA.COM.BR,CANOAS,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92015064000184,SEMEATO S/A INDÚSTRIA E COMÉRCIO,ELISETE.FERREIRA@SEMEATO.COM.BR,PASSO FUNDO,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92015064000265,SEMEATO S/A INDÚSTRIA E COMÉRCIO,,PASSO FUNDO,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92015064000346,SEMEATO S/A INDÚSTRIA E COMÉRCIO,,PASSO FUNDO,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92015064000508,SEMEATO S/A INDÚSTRIA E COMÉRCIO,,PASSO FUNDO,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92015064000699,SEMEATO S/A INDÚSTRIA E COMÉRCIO,,CARAZINHO,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92015064000770,SEMEATO S/A INDÚSTRIA E COMÉRCIO,,PASSO FUNDO,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92015064001156,SEMEATO S/A INDÚSTRIA E COMÉRCIO,ELISETE.FERREIRA@SEMEATO.COM.BR,SOLEDADE,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,4400814000174,SHOPPING CENTER BENTO GONÇALVES,RH@SHOPPINGBENTO.COM.BR,BENTO GONÇALVES,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92889724000156,SHOPPING JOAO PESSOA S/A,fernando@shoppingjoaopessoa.com.br,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,91162511000165,SOC BENEF E CARIDADE DE LAJEADO,rh@hbb.com.br,LAJEADO,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,87471215000179,SOCIEDADE CAIXEIRAL NAVEGANTES,,JAGUARÃO,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,95602942000156,SOCIEDADE VICENTE PALLOTTI,,SANTA MARIA,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,95602942001985,SOCIEDADE VICENTE PALLOTTI,,SANTA MARIA,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,93209765000117,SONAE DISTRIBUICAO BRASIL S/A,,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92894500000132,SPORT CLUB INTERNACIONAL,,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,10429828000113,SUB-CONDOMINIO SHOPPING CENTER BARRASHOPPINGSUL,mleoni@barrashoppingsul.com.br,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,94347283000196,SUBCONDOMÍNIO PRAIA DE BELAS SHOPPING CENTER,jjsilva@iguatemi.com.br,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,91409698000159,SULTEXTIL SA IND DE TECIDOS,ARDOLINOP@SULTEXTIL.COM.BR,CAXIAS DO SUL,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,93193233000139,TECNOFRIO EQUIPAMENTOS FRIGORIFICOS LTDA,pauloborges@tecnofrio.com.br,CAXIAS DO SUL,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,87547170000179,TODESCHINI S.A. INDUSTRIA E COMERCIO,PAULO.DINARTE@TODESCHINISA.COM.BR,BENTO GONÇALVES,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,98748809000109,TRANSPORTE COLETIVO VIAMAO LTDA,SESMT@EMPRESAVIAMAO.COM.BR,VIAMÃO,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,10280765000186,TUMELERO MATERIAIS DE CONSTRUÇÃO S/A,seguranca.matriz@tumelero.com.br,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,96206941000155,UGGERI S/A,RH@GRUPOUGGERI.COM.BR,ENTRE-IJUÍS,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,96206941000236,UGGERI S/A,,ENTRE-IJUÍS,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,96206941000317,UGGERI S/A,,SANTO ÂNGELO,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,96206941000406,UGGERI S/A,,ENTRE-IJUÍS,RS,Filial,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,97577209000154,UGHINI S/A INDÚSTRIA E COMÉRCIO,pessoal@ughini.com.br,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,88630413000109,UNIAO BRAS.DE EDUCACAO E ASSISTENCIA UBEA ( PUCRS),PREFEITURA-UNIVERSITARIA@PUCRS.BR,PORTO ALEGRE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,87249561000107,UNIFERTIL - UNIVERSAL DE FERTILIZANTES S.A.,CLAUDIO@UNIFERTIL.COM.BR,CANOAS,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
RS,Empresa,Serviço Orgânico,92660604001316,YARA BRASIL FERTILIZANTES S A,lilian.britto@yara.com,RIO GRANDE,RS,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,7496860000107,ADSERV - ADM. EM SERVIÇOS DE SEGURANÇA E VIGILÂNCIA LTDA-ME,adevanio@adservseguranca.com.br,ITAJAÍ,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,5497780000140,ADSERVIG VIGILÂNCIA LTDA,MURILO@GRUPOADSERVI.COM.BR,SÃO JOSÉ,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,889011000174,AGF SERVIÇOS EM VIGILANCIA LTDA,diretoria@valentinassessoria.com.br,JARAGUÁ DO SUL,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,,AGF SERVIÇOS EM VIGILANCIA LTDA,,JOINVILLE,SC,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,10743962000194,ALERT SEGURANÇA LTDA,lorenibroch@hotmail.com,CONCÓRDIA,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,5815835000113,ALLIANCA LITORAL VIGILANCIA EMPRESARIAL LTDA,ALLIANCA@VIACABO.COM.BR,ITAJAÍ,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,15033433000110,ANFITRIAN SEGURANÇA PRIVADA LTDA EPP,RAFAEL.BOING@SCSEG.COM.BR,PALHOÇA,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,16717401000105,AVESP - VIGILANCIA E SEGURANCA PRIVADA LTDA,BETO@ONLAGES.COM.BR,LAGES,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,3229363000272,BETRON TECNOLOGIA EM SEGURANÇA LTDA,DIRETORIA@VALENTINASSESSORIA.COM.BR,ITAJAÍ,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,1657361000178,BRASIL SUL SERVIÇOS DE SEGURANÇA LTDA,diretoria@valentinassessoria.com.br,JOINVILLE,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,,BRASIL SUL SERVIÇOS DE SEGURANÇA LTDA,BRASILSULCAMBORIU@HOTMAIL.COM,BALNEÁRIO CAMBORIÚ,SC,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,24924468000211,BRASILITEC SERVICOS DE SEGURANCA PRIVADA LTDA - ME,RICARDO@GRUPOBRASITEC.COM.BR,BIGUAÇU,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,60860087014159,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,CTRFLN@BRINKS.COM.BR,SÃO JOSÉ,SC,1a Filial na UF,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,60860087013934,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,JOSE.NUNES@BRINKS.COM.BR,JOINVILLE,SC,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,60860087014078,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,sergio.ribeiro@brinks.com.br,BLUMENAU,SC,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,60860087014400,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,josue.alves@brinks.com.br,JOAÇABA,SC,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,60860087015392,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,RAFAEL.MUNIZ@BRINKS.COM.BR,ITAJAÍ,SC,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,60860087017255,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,vitor.vilela@brinks.com.br,TUBARÃO,SC,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,22627257000100,CANALSEG ESCOLA DE SEGURANÇA EIRELI.,GEOVANE@ESCOLACANALC.COM.BR,MAFRA,SC,Matriz,EIRELI,Curso de Formação,Ativa
SC,Empresa,Empresa Especializada,83719963000177,CASVIG CATARINENSE DE SEGURANÇA E VIGILÂNCIA LTDA.,GESPCASVIG@GRUPOCASVIG.COM.BR,LAGES,SC,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,95805818000198,CEFAP - CENTRO DE FORMAÇÃO E APERFEIÇOAMENTO DE PROFISSIONAIS EM SEGURANÇA LTDA,CEFAP@ONDREPSB.COM.BR,FLORIANÓPOLIS,SC,Matriz,LTDA,Curso de Formação,Ativa
SC,Empresa,Empresa Especializada,7283885001447,CENTURIÃO SEGURANÇA PATRIMONIAL LTDA.,juridico.sp@centuriao.com.br,FLORIANÓPOLIS,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,11365290000193,COUGAR SEGURANCA EIRELI ME,cougarseg@gmail.com,SÃO JOSÉ,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,4850551000103,CR VIGILÂNCIA E SEGURANÇA EIRELI EPP,RH@CRVIGILANCIA.COM.BR,SÃO JOSÉ,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,7898515000108,DEIP VIGILANCIA E SEGURANÇA LTDA ME,contato@deip.com.br,IÇARA,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,10542346000175,DOMRIONE SEGURANÇA PRIVADA EIRELI,DOMRIONE@DOMRIONE.COM.BR,SÃO JOSÉ,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,4452053000102,EMBRACON SEGURANÇA E VIGILANCIA S/A,COORD.ADMOPERACIONAL@GRUPOEMBRACON.COM.BR,SÃO JOSÉ,SC,Matriz,S/A de Capital Fechado,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,57574154000619,EMBRASE EMPRESA BRASILEIRA DE SEGURANÇA E VIGILÂNCIA LTDA,FRANCISCO.SOARES@EMBRASE.COM.BR,JOINVILLE,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,2426907000223,EMBRASIL EMPRESA BRASILEIRA DE SEGURANÇA LTDA,gespgrupoembrasil.o365@embrasilseguranca.com.br,FLORIANÓPOLIS,SC,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,3130750000176,EMBRASP EMPRESA BRASILEIRA DE SEGURANÇA PATRIMONIAL LTDA,ADILSON@EMBRASP.COM.BR,JOINVILLE,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,3130750000257,EMBRASP EMPRESA BRASILEIRA DE SEGURANÇA PATRIMONIAL LTDA,FLORIANOPOLIS@EMBRASP.COM.BR,FLORIANÓPOLIS,SC,Filial,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,20668624000199,EMPRETEC VIGILANCIA PATRIMONIAL EIRELI,QUALIDADE@TECSERV-SC.COM.BR,CRICIÚMA,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,64545866001051,ENGESEG EMPRESA DE VIGILÂNCIA COMPUTADORIZADA LTDA,MACLENE.DIAS@GPSSA.COM.BR,JOINVILLE,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,1247839000191,ETESE - ESCOLA TECNICA DE SEGURANÇA LTDA,OPERACIONAL@ETESE.COM.BR,JOINVILLE,SC,Matriz,LTDA,Curso de Formação,Ativa
SC,Empresa,Empresa Especializada,11842550000174,EXCLUSIVA SOLUÇÕES EM SEGURANÇA LTDA ME,CONTATO@EXCLUSIVASEGURANCA.COM.BR,XANXERÊ,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,4776460000167,F.A SEGURANÇA E VIGILANCIA LTDA,FAVIGILANCIA@FAVIGILANCIA.COM.BR,FLORIANÓPOLIS,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,7844081000155,FERA FORMAÇÃO EM SEGURANÇA PRIVADA EIRELI,FERA@FERACURSOS.COM.BR,LAGES,SC,Matriz,EIRELI,Curso de Formação,Ativa
SC,Empresa,Empresa Especializada,85355600000125,FT SEGURANÇA E SERVIÇOS LTDA,SANDERSON@GRUPOFT.COM.BR,JOINVILLE,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,85355600000206,FT SEGURANÇA E SERVIÇOS LTDA,sanderson@grupoft.com.br,SÃO BENTO DO SUL,SC,Filial,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,85355600000397,FT SEGURANÇA E SERVIÇOS LTDA,sanderson@grupoft.com.br,BLUMENAU,SC,Filial,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,,FT SEGURANÇA E SERVIÇOS LTDA,SANDERSON@GRUPOFT.COM.BR,BRUSQUE,SC,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,47190129001498,G4S VANGUARDA SEGURANÇA  E VIGILANCIA LTDA,CLAUDIONOR.SILVA@BR.G4S.COM,ITAJAÍ,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,26204163000180,GESTOR SEGURANÇA PRIVADA EIRELI,GERENTE@SOLSERVICOS.COM.BR,TIJUCAS,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,27307184000193,GLADIUS - CENTRO DE TREINAMENTO DE SEGURANÇA PRIVADA EIRELI - EPP,gladiuscentrodetreinamento@gmail.com,PALHOÇA,SC,Matriz,EIRELI,Curso de Formação,Ativa
SC,Empresa,Empresa Especializada,2941043000105,GLOBALSEG SERVIÇOS DE SEGURANÇA LTDA,diretoria@valentinassessoria.com.br,JOINVILLE,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,,GLOBALSEG SERVIÇOS DE SEGURANÇA LTDA,,ARAQUARI,SC,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,,BRASIL SUL SERVIÇOS DE SEGURANÇA LTDA,BLUMENAU@BRASILSULSERVICOS.COM.BR,BLUMENAU,SC,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,50844182002280,GOCIL SERVICOS DE VIGILANCIA E SEGURANCA LTDA,PEDRO.ORICCHIO@GOCIL.COM.BR,JOINVILLE,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,8938496000150,GP - GUARDA PATRIMONIAL DE SANTA CATARINA LTDA.,JULIO.PIRES@GPREGIAOSUL.COM.BR,FLORIANÓPOLIS,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,10519744000170,GST SEGURANÇA E VIGILÂNCIA LTDA,IUNG.PCI@TERRA.COM.BR,BALNEÁRIO CAMBORIÚ,SC,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,3309155000364,HELP EMPRESA DE VIGILANCIA LTDA,RENAN@ORGANIZACOESLIMGER.COM.BR,CHAPECÓ,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,2746492000194,HOINATZ SEGURANCA PRIVADA EIRELI ME,angeloni@netvale.net,TURVO,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,8273796000249,IMPACTO SECURITY SERVIÇOS DE SEGURANÇA EIRELI,marciobueno@impactosecurity.com.br,BALNEÁRIO CAMBORIÚ,SC,1a Filial na UF,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,14196793000332,INGÁ VIGILANCIA LTDA. - ME,braga@ingavigilancia.com.br,ITAJAÍ,SC,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,8282615000240,INTERSEPT VIGILÂNCIA E SEGURANÇA LTDA,diretoria@valentinassessoria.com.br,JOINVILLE,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,95832986000172,INVIOLAVEL SEGURANÇA 24 HORAS LTDA,CHAPECO@INVIOLAVEL.COM,CHAPECÓ,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,7168167000377,INVIOSAT SEGURANÇA LTDA,ADM@INVIOSAT.COM.BR,JOINVILLE,SC,Filial,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,7168167000105,INVIOSAT SEGURANÇA LTDA,DIRECAO@INVIOSAT.COM.BR,CONCÓRDIA,SC,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,26700635000195,IRX SEGURANÇA PRIVADA EIRELE ME,ivan@grupovigifort.com.br,BLUMENAU,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,27615896000170,JF SEGURANCA PRIVADA EIRELI,gmgeventos@live.com,CAMPOS NOVOS,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,14356881000192,JOHN RR SEGURANÇA LTDA ME,CONTABILMAZZUTTI@GLOBOMAIL.COM,PALMA SOLA,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,21375891000130,JOVIL SEGURANÇA PRIVADA EIRELI ME,jovil@jovilseguranca.com.br,INDAIAL,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,9014138000114,JSSUL SEGURANÇA E VIGILANCIA LTDA-ME,admjssul@gmail.com,FLORIANÓPOLIS,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,4629488000171,KHRONOS SEGURANÇA PRIVADA LTDA,gesp@grupokhronos.com.br,SÃO JOSÉ,SC,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,,KHRONOS SEGURANÇA PRIVADA LTDA,gesp@grupokhronos.com.br,SÃO JOSÉ,SC,Outra Instalação,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,,INVIOSAT SEGURANÇA LTDA,,FLORIANÓPOLIS,SC,Outra Instalação,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,10775546000178,KOERICH SEGURANÇA EIRELI - ME,FINANCEIRO@KOERICHSEGURANCA.COM.BR,SÃO JOSÉ,SC,Matriz,EIRELI,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,6082677000100,LABORSEG - SEGURANÇA PATRIMONIAL LTDA,JULIANA@LABORHUMANO.COM.BR,JOINVILLE,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,10364152000127,LINCE SEGURANÇA PATRIMONIAL LTDA-ME,ALEXANDRE.LOPES@LINCESEG.COM.BR,SÃO JOSÉ,SC,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
SC,Empresa,Empresa Especializada,14546164000123,LUPA SEGURANÇA LTDA.,LUPASEG.ADM@INVIOLAVEL.COM,CHAPECÓ,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,2035992000380,LYNX VIGILANCIA E SEGURANÇA LTDA,VALENTINASSESSORIA@TERRA.COM.BR,ITAJAÍ,SC,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
SC,Empresa,Empresa Especializada,10502700000138,LÓTUS SEGURANÇA PRIVADA LTDA,DIRETORIA@GRUPOLOTUS.NET.BR,FLORIANÓPOLIS,SC,Matriz,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,77998912000803,MASTER VIGILANCIA ESPECIALIZADA LTDA,diretoria@valentinassessoria.com.br,JOINVILLE,SC,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
SC,Empresa,Empresa Especializada,,MASTER VIGILANCIA ESPECIALIZADA LTDA,joinville@mastercdn.com.br,CRICIÚMA,SC,Outra Instalação,LTDA,Vigilância Patrimonial,Ativa
